165,100,100,100,100,1
165,100,100,100,100,1
170,100,100,100,100,1
175,100,100,100,100,1
180,100,100,100,100,1
185,100,100,100,100,1
190,100,100,100,100,1
195,100,100,100,100,1
200,100,100,100,100,1
205,100,100,100,100,1
210,100,100,100,100,1
215,100,100,100,100,1
220,100,100,100,100,1
225,100,100,100,100,1
230,100,100,100,100,1
235,100,100,100,100,1
240,100,100,100,100,1
245,100,100,100,100,1
250,100,100,100,100,1
255,100,100,100,100,1
260,100,100,100,100,1
265,100,100,100,100,1
270,100,100,100,100,1
275,100,100,100,100,1
280,100,100,100,100,1
285,100,100,100,100,1
290,100,100,100,100,1
295,100,100,100,100,1
300,100,100,100,100,1
305,100,100,100,100,1
310,100,100,100,100,1
315,100,100,100,100,1
320,100,100,100,100,1
325,100,100,100,100,1
330,100,100,100,100,1
335,100,100,100,100,1
340,100,100,100,100,1
345,100,100,100,100,1
350,100,100,100,100,1
355,100,100,100,100,1
0,100,100,100,100,1
5,100,100,100,100,1
10,100,100,100,100,1
15,100,100,100,100,1
20,100,100,100,100,1
25,100,100,100,100,1
30,100,100,100,100,1
35,100,100,100,100,1
40,100,100,100,100,1
45,100,100,100,100,1
50,100,100,100,100,1
55,100,100,100,100,1
60,100,100,100,100,1
65,100,100,100,100,1
70,100,100,100,100,1
75,100,100,100,100,1
80,100,100,100,100,1
85,100,100,100,100,1
90,100,100,100,100,1
95,100,100,100,100,1
100,100,100,100,100,1
105,100,100,100,100,1
110,100,100,100,100,1
115,100,100,100,100,1
120,100,100,100,100,1
125,100,100,100,100,1
130,100,100,100,100,1
135,100,100,100,100,1
140,100,100,100,100,1
145,100,100,100,100,1
150,100,100,100,100,1
165,100,100,100,100,1
170,100,100,100,100,1
175,100,100,100,100,1
180,100,100,100,100,1
185,100,100,100,100,1
190,100,100,100,100,1
195,100,100,100,100,1
200,100,100,100,100,1
205,100,100,100,100,1
210,100,100,100,100,1
215,100,100,100,100,1
220,100,100,100,100,1
225,100,100,100,100,1
230,100,100,100,100,1
235,100,100,100,100,1
240,100,100,100,100,1
245,100,100,100,100,1
250,100,100,100,100,1
255,100,100,100,100,1
260,100,100,100,100,1
265,100,100,100,100,1
270,100,100,100,100,1
275,100,100,100,100,1
280,100,100,100,100,1
285,100,100,100,100,1
290,100,100,100,100,1
295,100,100,100,100,1
300,100,100,100,100,1
305,100,100,100,100,1
310,100,100,100,100,1
315,100,100,100,100,1
320,100,100,100,100,1
325,100,100,100,100,1
330,100,100,100,100,1
335,100,100,100,100,1
340,100,100,100,100,1
345,100,100,100,100,1
350,100,100,100,100,1
355,100,100,100,100,1
0,100,100,100,100,1
5,100,100,100,100,1
10,100,100,100,100,1
15,100,100,100,100,1
20,100,100,100,100,1
25,100,100,100,100,1
30,100,100,100,100,1
35,100,100,100,100,1
40,100,100,100,100,1
45,100,100,100,100,1
50,100,100,100,100,1
55,100,100,100,100,1
60,100,100,100,100,1
65,100,100,100,100,1
70,100,100,100,100,1
75,100,100,100,100,1
80,100,100,100,100,1
85,100,100,100,100,1
90,100,100,100,100,1
95,100,100,100,100,1
100,100,100,100,100,1
105,100,100,100,100,1
110,100,100,100,100,1
115,100,100,100,100,1
120,100,100,100,100,1
125,100,100,100,100,1
130,100,100,100,100,1
135,100,100,100,100,1
140,100,100,100,100,1
145,100,100,100,100,1
150,100,100,100,100,1
40,100,100,100,100,1
35,100,100,100,100,1
30,100,100,100,100,1
25,100,100,100,100,1
20,100,100,100,100,1
15,100,100,100,100,1
10,100,100,100,100,1
5,100,100,100,100,1
0,100,100,100,100,1
355,100,100,100,100,1
350,100,100,100,100,1
345,100,100,100,100,1
340,100,100,100,100,1
335,100,100,100,100,1
330,100,100,100,100,1
325,100,100,100,100,1
320,100,100,100,100,1
315,100,100,100,100,1
310,100,100,100,100,1
305,100,100,100,100,1
300,100,100,100,100,1
295,100,100,100,100,1
290,100,100,100,100,1
285,100,100,100,100,1
280,100,100,100,100,1
275,100,100,100,100,1
270,100,100,100,100,1
265,100,100,100,100,1
260,100,100,100,100,1
255,100,100,100,100,1
250,100,100,100,100,1
245,100,100,100,100,1
240,100,100,100,100,1
235,100,100,100,100,1
230,100,100,100,100,1
225,100,100,100,100,1
220,100,100,100,100,1
215,100,100,100,100,1
210,100,100,100,100,1
205,100,100,100,100,1
200,100,100,100,100,1
195,100,100,100,100,1
190,100,100,100,100,1
185,100,100,100,100,1
180,100,100,100,100,1
175,100,100,100,100,1
170,100,100,100,100,1
165,100,100,100,100,1
40,100,100,100,100,1
35,100,100,100,100,1
30,100,100,100,100,1
25,100,100,100,100,1
20,100,100,100,100,1
15,100,100,100,100,1
10,100,100,100,100,1
5,100,100,100,100,1
0,100,100,100,100,1
355,100,100,100,100,1
350,100,100,100,100,1
345,100,100,100,100,1
340,100,100,100,100,1
335,100,100,100,100,1
330,100,100,100,100,1
40,100,100,100,100,1
35,100,100,100,100,1
30,100,100,100,100,1
25,100,100,100,100,1
20,100,100,100,100,1
15,100,100,100,100,1
10,100,100,100,100,1
5,100,100,100,100,1
0,100,100,100,100,1
355,100,100,100,100,1
350,100,100,100,100,1
345,100,100,100,100,1
340,100,100,100,100,1
335,100,100,100,100,1
330,100,100,100,100,1
325,100,100,100,100,1
320,100,100,100,100,1
315,100,100,100,100,1
310,100,100,100,100,1
305,100,100,100,100,1
300,100,100,100,100,1
295,100,100,100,100,1
290,100,100,100,100,1
285,100,100,100,100,1
280,100,100,100,100,1
275,100,100,100,100,1
270,100,100,100,100,1
265,100,100,100,100,1
260,100,100,100,100,1
255,100,100,100,100,1
250,100,100,100,100,1
245,100,100,100,100,1
240,100,100,100,100,1
235,100,100,100,100,1
230,100,100,100,100,1
225,100,100,100,100,1
220,100,100,100,100,1
215,100,100,100,100,1
210,100,100,100,100,1
205,100,100,100,100,1
200,100,100,100,100,1
195,100,100,100,100,1
190,100,100,100,100,1
185,100,100,100,100,1
180,100,100,100,100,1
175,100,100,100,100,1
170,100,100,100,100,1
165,100,100,100,100,1
40,100,100,100,100,1
35,100,100,100,100,1
30,100,100,100,100,1
25,100,100,100,100,1
20,100,100,100,100,1
15,100,100,100,100,1
10,100,100,100,100,1
5,100,100,100,100,1
0,100,100,100,100,1
355,100,100,100,100,1
350,100,100,100,100,1
40,100,100,100,100,1
35,100,100,100,100,1
30,100,100,100,100,1
25,100,100,100,100,1
20,100,100,100,100,1
15,100,100,100,100,1
10,100,100,100,100,1
5,100,100,100,100,1
0,100,100,100,100,1
355,100,100,100,100,1
350,100,100,100,100,1
345,100,100,100,100,1
340,100,100,100,100,1
335,100,100,100,100,1
330,100,100,100,100,1
325,100,100,100,100,1
320,100,100,100,100,1
315,100,100,100,100,1
310,100,100,100,100,1
305,100,100,100,100,1
300,100,100,100,100,1
295,100,100,100,100,1
290,100,100,100,100,1
285,100,100,100,100,1
280,100,100,100,100,1
275,100,100,100,100,1
40,100,100,100,100,1
35,100,100,100,100,1
30,100,100,100,100,1
25,100,100,100,100,1
20,100,100,100,100,1
15,100,100,100,100,1
10,100,100,100,100,1
5,100,100,100,100,1
0,100,100,100,100,1
355,100,100,100,100,1
350,100,100,100,100,1
40,100,100,100,100,1
35,100,100,100,100,1
30,100,100,100,100,1
25,100,100,100,100,1
20,100,100,100,100,1
